month,symbol,token_volume,raw_transfer_count,transfer_count,genius_excluded_transfer_count,genius_qualifying_transfer_volume,genius_dust_filter_applied,active_addresses,newly_adopted_addresses,average_transfer_size,volume_per_active_address,transfers_per_active_address
2022-07-01,USDC,14893905178.66792,1703165,1688863.0,14302.0,14893905154.182068,True,208597,84928,8818.894815140167,71400.38053599965,8.096295728126483
2022-08-01,USDC,9321737813.809923,1196264,1134400.0,61864.0,9321737760.685644,True,163187,63877,8217.328773524016,57123.04174848439,6.951534129556888
2022-09-01,USDC,8564305133.441179,951564,922599.0,28965.0,8564305105.404413,True,141652,55799,9282.80336896573,60460.17799565964,6.513137830740123
2022-10-01,USDC,4147351156.1388183,861592,834728.0,26864.0,4147351126.0286603,True,126900,48186,4968.506059493225,32682.0422075557,6.577840819542947
2022-11-01,USDC,7719906236.330685,1119056,1078741.0,40315.0,7719906204.610264,True,207543,85840,7156.403812045954,37196.65918065502,5.19767469873713
2022-12-01,USDC,4531946660.565028,994933,886573.0,108360.0,4531946614.116124,True,168563,93595,5111.757987346924,26885.773631016466,5.259594335648986
2023-01-01,USDC,3422016110.0459166,1583563,1096339.0,487224.0,3422016027.618757,True,185027,106146,3121.3119551696664,18494.685154306757,5.925291984413086
2023-02-01,USDC,4355297208.19358,1462691,1092729.0,369962.0,4355297124.241033,True,239019,152497,3985.706542281785,18221.552295815727,4.571724423581389
2023-03-01,USDC,9308381760.370762,2049161,1447862.0,601299.0,9308381540.212698,True,387191,232675,6429.053003817145,24040.80094932672,3.7393999343993016
2023-04-01,USDC,5924189429.800194,1477192,1161590.0,315602.0,5924189318.241182,True,245443,160524,5100.069145086633,24136.721885733932,4.732626312422844
2023-05-01,USDC,5907894426.383495,1888596,1385700.0,502896.0,5907894078.041743,True,318560,234261,4263.472669439087,18545.625396733725,4.349886991461577
2023-06-01,USDC,4854793994.644929,2409718,1760159.0,649559.0,4854793543.034677,True,380363,261467,2758.156247835949,12763.581091338876,4.627576814779566
2023-07-01,USDC,3109417374.464462,2221591,1615904.0,605687.0,3109416841.012337,True,371017,224502,1924.2583971648917,8380.794881270836,4.3553368174504135
2023-08-01,USDC,3404237376.8814106,1827411,1423598.0,403813.0,3404237061.7516937,True,300539,171502,2391.290983656688,11327.10688756338,4.736816186917505
2023-09-01,USDC,2498323983.1756473,1625249,1301013.0,324236.0,2498323622.8075156,True,227017,121584,1920.2910522858078,11005.008361381075,5.730905614997996
2023-10-01,USDC,3138606796.420145,1906534,1510627.0,395907.0,3138606377.846332,True,260021,145614,2077.6845494263853,12070.589669373416,5.809634606435634
2023-11-01,USDC,3973682200.156071,2375667,2013108.0,362559.0,3973681878.401747,True,251951,148752,1973.9039725646846,15771.646868462802,7.990077435691861
2023-12-01,USDC,6803636201.615361,2783307,2429745.0,353562.0,6803635687.857138,True,282461,159796,2800.143919570629,24086.993254344357,8.602054796945419
2024-01-01,USDC,7840112392.558278,2709341,2336842.0,372499.0,7840111840.210301,True,327716,203596,3355.002965630668,23923.49593110583,7.1306924288103115
2024-02-01,USDC,8356143231.775769,1926142,1771874.0,154268.0,8356142965.430329,True,267219,147107,4715.991636781357,31270.767541888,6.630793469027277
2024-03-01,USDC,15429934243.684036,3169502,2989424.0,180078.0,15429933936.498484,True,397884,248498,5161.507346063484,38779.98171246905,7.513305385489238
2024-04-01,USDC,11414244374.451878,4269114,3844944.0,424170.0,11414243919.212143,True,365950,231130,2968.637233523334,31190.721066954167,10.506746823336522
2024-05-01,USDC,7233226557.514786,3332302,2450972.0,881330.0,7233225959.837469,True,367502,243694,2951.166296407086,19682.142022396572,6.669275269250235
2024-06-01,USDC,8165378573.232034,2434704,1711387.0,723317.0,8165378172.758276,True,326066,187159,4771.204977458796,25042.103663773694,5.248590776100544
2024-07-01,USDC,6511788268.589778,2634180,1837428.0,796752.0,6511787634.295274,True,388655,254755,3543.9688707776704,16754.67514528252,4.727658205863812
2024-08-01,USDC,8943118757.384108,2209250,1652952.0,556298.0,8943118336.979599,True,267055,162085,5410.392036175037,33487.92854424784,6.189556458407444
2024-09-01,USDC,7101512626.1664715,2025189,1825093.0,200096.0,7101512292.228571,True,335523,237007,3891.041328978069,21165.501697846263,5.43954661826462
2024-10-01,USDC,9338134391.87643,3522267,1975675.0,1546592.0,9338133916.647491,True,324892,209285,4726.55366730231,28742.272484014473,6.081020769978947
2024-11-01,USDC,14890348894.326365,4024925,2699232.0,1325693.0,14890348483.986889,True,384383,210290,5516.513024440615,38738.31281385068,7.022246041058008
2024-12-01,USDC,16101071970.59426,4056704,3444954.0,611750.0,16101071564.234777,True,532136,347973,4673.813224860122,30257.43789293387,6.4738224814709024
2025-01-01,USDC,13592498599.546043,4529753,3821960.0,707793.0,13592498129.84371,True,687142,492098,3556.4208233062905,19781.207668205472,5.56211088828801
2025-02-01,USDC,17199250482.064762,5136972,4567775.0,569197.0,17199250060.510117,True,506322,296331,3765.345285288815,33968.99696648528,9.021482376827395
2025-03-01,USDC,14405275229.010925,5558956,5036138.0,522818.0,14405274888.230846,True,524263,308241,2860.3812858644555,27477.1922279675,9.606128984879726
2025-04-01,USDC,9868648730.835934,5350364,4879742.0,470622.0,9868648246.642462,True,560825,327591,2022.3709053967325,17596.663363501866,8.701006552846254
2025-05-01,USDC,54596963858.60824,48484909,46868926.0,1615983.0,54596961974.32921,True,870949,608472,1164.8861331776454,62686.75187480351,53.813628582155786
2025-06-01,USDC,53563244128.07945,45247305,43069060.0,2178245.0,53563242592.527626,True,850378,530784,1243.6594295888424,62987.570384087376,50.64695935219397
2025-07-01,USDC,25236021862.417664,28858931,26647454.0,2211477.0,25236020299.874073,True,979149,654807,947.0330748999163,25773.42351615297,27.214912132882738
2025-08-01,USDC,27314034466.162384,30035339,27717955.0,2317384.0,27314033257.26726,True,1034290,663656,985.4274334909362,26408.487432115155,26.799016716781562
2025-09-01,USDC,38200835526.10825,47599383,45517313.0,2082070.0,38200833921.111176,True,1109134,646646,839.2594246745447,34442.03813615691,41.038605795151895
2025-10-01,USDC,49434684676.59449,74178871,71378035.0,2800836.0,49434682695.74167,True,1324509,776575,692.5755618761664,37323.02662842947,53.89018496665557
2025-11-01,USDC,28559792082.113705,45565560,43149770.0,2415790.0,28559790524.819595,True,1145805,586164,661.8758460316149,24925.525793755223,37.658912293103974
2025-12-01,USDC,24480339293.72104,35898430,32983401.0,2915029.0,24480338121.481754,True,1042181,617989,742.2017554066591,23489.527532857574,31.648438227140968
2026-01-01,USDC,27658729306.40134,39272684,36465202.0,2807482.0,27658727213.57114,True,1053457,631360,758.4964759984365,26255.20482221993,34.61479870559501
2026-02-01,USDC,21073519260.35736,29664771,26785130.0,2879641.0,21073517812.101406,True,1451740,1074295,786.7618268831029,14516.042308097429,18.45036301266067
2026-03-01,USDC,20577741539.46693,33733697,30236305.0,3497392.0,20577740054.74067,True,1231325,848827,680.5639794525379,16711.868547675822,24.55590928471362
2026-04-01,USDC,17578318983.1115,29047233,27341478.0,1705755.0,17578317231.224102,True,981378,541245,642.9175932341369,17911.873898855996,27.860292364410043
2026-05-01,USDC,18570225228.824577,35049660,32611333.0,2438327.0,18570223812.157417,True,960410,588830,569.4408079595341,19335.72664677021,33.955636655178516
2026-06-01,USDC,25444964578.697594,35096152,30247713.0,4848439.0,25444963248.688446,True,1191152,737454,841.2194088421973,21361.6436682284,25.393663445135466
2024-03-01,USDE,538.0408910191809,6,4.0,2.0,538.039698,True,7,7,134.5099245,76.86298443131156,0.5714285714285714
2024-04-01,USDE,5969.003811758488,26,26.0,0.0,5969.003811758487,True,21,18,229.57706968301875,284.2382767504042,1.2380952380952381
2024-05-01,USDE,726.2503504881299,18,17.0,1.0,726.2422119984211,True,14,9,42.720130117554184,51.875025034866425,1.2142857142857142
2024-06-01,USDE,28.95450338670821,15,14.0,1.0,28.953211562944908,True,15,11,2.0680865402103508,1.9303002257805475,0.9333333333333333
2024-07-01,USDE,304.88792205747126,9,9.0,0.0,304.88792205747126,True,10,5,33.876435784163476,30.488792205747124,0.9
2024-09-01,USDE,99.79891467068272,2,2.0,0.0,99.79891467068272,True,4,3,49.89945733534136,24.94972866767068,0.5
2025-02-01,USDE,129.0972359375,7,7.0,0.0,129.0972359375,True,9,7,18.44246227678571,14.344137326388887,0.7777777777777778
2025-03-01,USDE,0.000411999842108,56,0.0,56.0,0.0,True,13,8,,3.169229554676923e-05,0.0
2025-04-01,USDE,43960364.76721949,1942,1881.0,61.0,43960364.72576979,True,306,296,23370.741481004672,143661.32276869114,6.147058823529412
2025-05-01,USDE,80635325.62609702,7017,6949.0,68.0,80635325.58156966,True,553,469,11603.874741915333,145814.332054425,12.566003616636529
2025-06-01,USDE,176484264.47530255,14731,14639.0,92.0,176484264.3350693,True,732,611,12055.759569305916,241098.72196079584,19.99863387978142
2025-07-01,USDE,243438054.8997529,3942,3818.0,124.0,243438054.60751462,True,507,332,63760.621950632434,480153.9544373824,7.5305719921104535
2025-08-01,USDE,803473245.9997824,2789,2625.0,164.0,803473245.8313159,True,444,259,306085.04603097745,1809624.427927438,5.912162162162162
2025-09-01,USDE,1728484477.355156,5756,4884.0,872.0,1728484477.2326086,True,1108,940,353907.55062092724,1560004.0409342563,4.407942238267148
2025-10-01,USDE,1794132947.085295,10344,8905.0,1439.0,1794132946.6094701,True,2484,2095,201474.78344856488,722275.743593114,3.5849436392914655
2025-11-01,USDE,189435447.7494937,3950,3551.0,399.0,189435447.63767844,True,880,466,53347.07058228061,215267.55426078828,4.035227272727273
2025-12-01,USDE,216196181.46877784,7686,7271.0,415.0,216196181.01446128,True,1404,1112,29734.03672321019,153985.88423702124,5.178774928774929
2026-01-01,USDE,46957386.788352124,6907,6240.0,667.0,46957386.05123889,True,1207,731,7525.222123595975,38904.214406256935,5.169842584921293
2026-02-01,USDE,51482638.59600196,4339,3999.0,340.0,51482638.33630687,True,787,474,12873.878053590115,65416.31333672422,5.081321473951715
2026-03-01,USDE,19681752.318004232,3312,3047.0,265.0,19681751.984762378,True,736,430,6459.386932970915,26741.511301636183,4.139945652173913
2026-04-01,USDE,12950530.536345676,2495,2237.0,258.0,12950530.231769135,True,554,256,5789.240157250396,23376.408910371254,4.037906137184115
2026-05-01,USDE,107718116.56236006,4819,4408.0,411.0,107718115.83583625,True,560,308,24436.959127912036,192353.77957564298,7.871428571428571
2026-06-01,USDE,94573129.82208627,6893,6440.0,453.0,94573128.96766672,True,585,357,14685.268473240174,161663.46978134406,11.008547008547009
2020-09-01,USDT,1853781025.6015255,115015,113382.0,1633.0,1853781022.5384228,True,9029,9029,16349.870548574048,205314.1018497647,12.557536825783586
2020-10-01,USDT,1037281618.949486,147262,143506.0,3756.0,1037281613.7400663,True,12187,9837,7228.141079397839,85113.77853035908,11.775334372692212
2020-11-01,USDT,817458703.5762286,166056,164251.0,1805.0,817458700.9375169,True,10206,6925,4976.887208829882,80095.89492222502,16.093572408387224
2020-12-01,USDT,1152677300.3800447,171005,168958.0,2047.0,1152677297.0049706,True,18504,14075,6822.271197605148,62293.41225573091,9.130890618244704
2021-01-01,USDT,6003780600.025471,304806,303315.0,1491.0,6003780597.51728,True,32099,22874,19793.879621902244,187039.49032759498,9.449359793139973
2021-02-01,USDT,116006707788.90115,1643892,1638222.0,5670.0,116006707779.56839,True,114992,96448,70812.56861375833,1008824.1598450427,14.246399749547795
2021-03-01,USDT,492760175787.6588,2598747,2577939.0,20808.0,492760175763.0174,True,261096,212973,191145.0099335234,1887275.8517467093,9.873529276587922
2021-04-01,USDT,1401147133864.1987,7442200,7344366.0,97834.0,1401147133776.2747,True,579267,470531,190778.50065972673,2418827.818370801,12.678723283045642
2021-05-01,USDT,167628887068.28284,11605053,11457076.0,147977.0,167628886926.92767,True,984007,744500,14631.035608642875,170353.34816549357,11.643287090437365
2021-06-01,USDT,55259401421.07987,8326944,8191371.0,135573.0,55259401289.37723,True,708247,384964,6746.05036072438,78022.78219474261,11.565698125089128
2021-07-01,USDT,46949603980.88207,7348717,7229011.0,119706.0,46949603817.01461,True,734956,428112,6494.609541611517,63880.836377799584,9.835977936094134
